zip,obese,bmi,pop,sex,age
53115,NA,NA,1350,male,05-17
53118,NA,NA,676,male,05-17
53119,NA,NA,567,male,05-17
53120,NA,NA,808,male,05-17
53121,NA,NA,1720,male,05-17
53122,NA,NA,651,male,05-17
53125,NA,NA,122,male,05-17
53126,NA,NA,689,male,05-17
53128,NA,NA,1009,male,05-17
53129,NA,NA,1149,male,05-17
53130,NA,NA,586,male,05-17
53132,NA,NA,2921,male,05-17
53137,NA,NA,138,male,05-17
53139,NA,NA,175,male,05-17
53140,NA,NA,2701,male,05-17
53142,NA,NA,3241,male,05-17
53143,NA,NA,2599,male,05-17
53144,NA,NA,2395,male,05-17
53146,NA,NA,611,male,05-17
53147,NA,NA,1312,male,05-17
53149,NA,NA,1824,male,05-17
53150,NA,NA,2725,male,05-17
53151,NA,NA,2195,male,05-17
53153,NA,NA,177,male,05-17
53154,NA,NA,2540,male,05-17
53156,NA,NA,228,male,05-17
53158,NA,NA,1388,male,05-17
53167,NA,NA,52,male,05-17
53168,NA,NA,766,male,05-17
53170,NA,NA,225,male,05-17
53172,NA,NA,1564,male,05-17
53177,NA,NA,699,male,05-17
53178,NA,NA,166,male,05-17
53179,NA,NA,742,male,05-17
53181,NA,NA,717,male,05-17
53182,NA,NA,698,male,05-17
53183,NA,NA,280,male,05-17
53184,NA,NA,570,male,05-17
53185,NA,NA,1712,male,05-17
53186,NA,NA,2579,male,05-17
53188,NA,NA,2685,male,05-17
53189,NA,NA,2729,male,05-17
53190,58,239,1120,male,05-17
53191,NA,NA,297,male,05-17
53192,NA,NA,0,male,05-17
53195,NA,NA,0,male,05-17
53202,NA,NA,112,male,05-17
53203,NA,NA,0,male,05-17
53204,NA,NA,4800,male,05-17
53205,NA,NA,1184,male,05-17
53206,NA,NA,3376,male,05-17
53207,NA,NA,2465,male,05-17
53208,NA,NA,3037,male,05-17
53209,NA,NA,4944,male,05-17
53210,NA,NA,3223,male,05-17
53211,20,257,1566,male,05-17
53212,NA,NA,2888,male,05-17
53213,NA,NA,2085,male,05-17
53214,80,304,2632,male,05-17
53215,NA,NA,7232,male,05-17
53216,NA,NA,3434,male,05-17
53217,NA,NA,2810,male,05-17
53218,NA,NA,5455,male,05-17
53219,NA,NA,2703,male,05-17
53220,NA,NA,1722,male,05-17
53221,NA,NA,3760,male,05-17
53222,37,202,1867,male,05-17
53223,NA,NA,2491,male,05-17
53224,NA,NA,2433,male,05-17
53225,NA,NA,2886,male,05-17
53226,22,171,1294,male,05-17
53227,37,178,1422,male,05-17
53228,20,114,1029,male,05-17
53233,NA,NA,366,male,05-17
53235,NA,NA,403,male,05-17
53295,NA,NA,0,male,05-17
53402,NA,NA,3043,male,05-17
53403,NA,NA,2823,male,05-17
53404,NA,NA,1745,male,05-17
53405,NA,NA,2358,male,05-17
53406,NA,NA,1886,male,05-17
53501,NA,NA,92,male,05-17
53502,41,167,223,male,05-17
53503,16,67,184,male,05-17
53504,23,102,158,male,05-17
53505,NA,NA,65,male,05-17
53506,NA,NA,106,male,05-17
53507,28,143,268,male,05-17
53508,54,387,601,male,05-17
53510,NA,NA,153,male,05-17
53511,NA,NA,4398,male,05-17
53515,19,98,146,male,05-17
53516,33,165,227,male,05-17
53517,20,130,164,male,05-17
53518,NA,NA,126,male,05-17
53520,61,379,533,male,05-17
53521,50,270,330,male,05-17
53522,22,73,71,male,05-17
53523,27,190,352,male,05-17
53525,NA,NA,458,male,05-17
53526,NA,NA,63,male,05-17
53527,103,777,1214,male,05-17
53528,61,423,595,male,05-17
53529,21,113,214,male,05-17
53530,23,96,496,male,05-17
53531,27,249,443,male,05-17
53532,155,971,1212,male,05-17
53533,36,257,616,male,05-17
53534,85,493,792,male,05-17
53536,80,520,913,male,05-17
53537,NA,NA,50,male,05-17
53538,95,423,1767,male,05-17
53540,NA,NA,8,male,05-17
53541,NA,NA,47,male,05-17
53543,NA,NA,143,male,05-17
53544,NA,NA,58,male,05-17
53545,102,548,1813,male,05-17
53546,154,735,2950,male,05-17
53548,99,476,1711,male,05-17
53549,31,156,892,male,05-17
53550,21,79,115,male,05-17
53551,32,178,695,male,05-17
53553,NA,NA,60,male,05-17
53554,NA,NA,168,male,05-17
53555,45,279,770,male,05-17
53556,12,45,241,male,05-17
53557,NA,NA,38,male,05-17
53558,92,815,937,male,05-17
53559,78,368,695,male,05-17
53560,26,134,265,male,05-17
53561,10,44,62,male,05-17
53562,224,1816,1990,male,05-17
53563,67,286,1130,male,05-17
53565,24,115,415,male,05-17
53566,235,1171,1221,male,05-17
53569,NA,NA,87,male,05-17
53570,39,180,252,male,05-17
53571,NA,NA,83,male,05-17
53572,85,721,1174,male,05-17
53573,NA,NA,270,male,05-17
53574,52,345,378,male,05-17
53575,142,1187,1420,male,05-17
53576,21,77,267,male,05-17
53577,NA,NA,121,male,05-17
53578,21,125,676,male,05-17
53579,NA,NA,148,male,05-17
53580,NA,NA,56,male,05-17
53581,33,148,885,male,05-17
53582,NA,NA,66,male,05-17
53583,20,138,497,male,05-17
53585,NA,NA,192,male,05-17
53586,NA,NA,198,male,05-17
53587,14,83,114,male,05-17
53588,16,85,344,male,05-17
53589,227,1378,1671,male,05-17
53590,441,2911,3666,male,05-17
53593,199,1867,2372,male,05-17
53594,35,184,384,male,05-17
53597,145,1541,2088,male,05-17
53598,27,212,149,male,05-17
53599,NA,NA,12,male,05-17
53702,NA,NA,0,male,05-17
53703,25,191,508,male,05-17
53704,412,2158,2920,male,05-17
53705,93,989,1273,male,05-17
53706,NA,NA,53,male,05-17
53711,413,2623,4094,male,05-17
53713,395,1468,2248,male,05-17
53714,161,800,1275,male,05-17
53715,27,168,279,male,05-17
53716,142,903,1471,male,05-17
53717,71,596,948,male,05-17
53718,110,586,691,male,05-17
53719,237,1654,2539,male,05-17
53726,14,162,212,male,05-17
53792,NA,NA,0,male,05-17
53801,NA,NA,92,male,05-17
53802,NA,NA,0,male,05-17
53803,NA,NA,158,male,05-17
53804,NA,NA,126,male,05-17
53805,75,284,394,male,05-17
53806,NA,NA,135,male,05-17
53807,NA,NA,386,male,05-17
53808,NA,NA,98,male,05-17
53809,14,85,385,male,05-17
53810,NA,NA,45,male,05-17
53811,NA,NA,243,male,05-17
53813,NA,NA,573,male,05-17
53816,NA,NA,112,male,05-17
53817,NA,NA,5,male,05-17
53818,15,85,794,male,05-17
53820,NA,NA,314,male,05-17
53821,26,164,643,male,05-17
53825,NA,NA,103,male,05-17
53826,10,53,136,male,05-17
53827,NA,NA,12,male,05-17
53901,99,450,1139,male,05-17
53910,13,70,216,male,05-17
53911,NA,NA,128,male,05-17
53913,144,736,1832,male,05-17
53916,169,813,1998,male,05-17
53919,NA,NA,264,male,05-17
53920,NA,NA,17,male,05-17
53922,NA,NA,70,male,05-17
53923,22,72,177,male,05-17
53924,NA,NA,152,male,05-17
53925,65,408,681,male,05-17
53926,NA,NA,224,male,05-17
53928,NA,NA,7,male,05-17
53929,14,67,228,male,05-17
53930,10,43,124,male,05-17
53931,NA,NA,13,male,05-17
53932,22,128,221,male,05-17
53933,14,57,172,male,05-17
53934,15,99,279,male,05-17
53935,NA,NA,27,male,05-17
53936,NA,NA,92,male,05-17
53937,NA,NA,125,male,05-17
53939,NA,NA,27,male,05-17
53941,NA,NA,395,male,05-17
53943,NA,NA,81,male,05-17
53944,11,40,180,male,05-17
53946,NA,NA,469,male,05-17
53947,NA,NA,5,male,05-17
53948,30,109,536,male,05-17
53949,25,83,405,male,05-17
53950,12,50,404,male,05-17
53951,20,58,212,male,05-17
53952,11,59,235,male,05-17
53953,NA,NA,26,male,05-17
53954,50,244,648,male,05-17
53955,55,287,442,male,05-17
53956,24,130,335,male,05-17
53959,44,188,1243,male,05-17
53960,27,164,375,male,05-17
53961,NA,NA,81,male,05-17
53963,18,104,752,male,05-17
53964,NA,NA,401,male,05-17
53965,65,306,672,male,05-17
53968,10,47,254,male,05-17
53969,NA,NA,10,male,05-17
54001,NA,NA,671,male,05-17
54002,NA,NA,707,male,05-17
54003,NA,NA,88,male,05-17
54004,NA,NA,296,male,05-17
54005,NA,NA,307,male,05-17
54006,NA,NA,46,male,05-17
54007,NA,NA,113,male,05-17
54009,NA,NA,233,male,05-17
54010,NA,NA,0,male,05-17
54011,NA,NA,659,male,05-17
54013,NA,NA,360,male,05-17
54014,NA,NA,222,male,05-17
54015,NA,NA,303,male,05-17
54016,NA,NA,3117,male,05-17
54017,NA,NA,1718,male,05-17
54020,NA,NA,668,male,05-17
54021,NA,NA,771,male,05-17
54022,NA,NA,1488,male,05-17
54023,NA,NA,437,male,05-17
54024,NA,NA,298,male,05-17
54025,NA,NA,780,male,05-17
54026,NA,NA,198,male,05-17
54027,NA,NA,84,male,05-17
54028,NA,NA,166,male,05-17
54082,NA,NA,217,male,05-17
54101,22,115,218,male,05-17
54102,NA,NA,41,male,05-17
54103,NA,NA,20,male,05-17
54104,NA,NA,37,male,05-17
54106,32,222,571,male,05-17
54107,12,83,395,male,05-17
54110,20,105,539,male,05-17
54111,NA,NA,160,male,05-17
54112,NA,NA,193,male,05-17
54113,20,169,238,male,05-17
54114,11,71,342,male,05-17
54115,194,1568,4277,male,05-17
54119,NA,NA,69,male,05-17
54120,NA,NA,5,male,05-17
54121,NA,NA,264,male,05-17
54123,NA,NA,33,male,05-17
54124,28,150,254,male,05-17
54125,NA,NA,37,male,05-17
54126,10,95,410,male,05-17
54127,NA,NA,36,male,05-17
54128,NA,NA,122,male,05-17
54129,14,94,231,male,05-17
54130,129,991,2369,male,05-17
54135,NA,NA,354,male,05-17
54136,41,297,794,male,05-17
54137,10,38,74,male,05-17
54138,NA,NA,46,male,05-17
54139,48,187,234,male,05-17
54140,43,291,750,male,05-17
54141,23,105,293,male,05-17
54143,NA,NA,1245,male,05-17
54149,NA,NA,75,male,05-17
54150,NA,NA,162,male,05-17
54151,NA,NA,213,male,05-17
54153,64,287,627,male,05-17
54154,58,318,435,male,05-17
54155,34,206,735,male,05-17
54156,NA,NA,126,male,05-17
54157,16,55,536,male,05-17
54159,NA,NA,148,male,05-17
54160,NA,NA,32,male,05-17
54161,20,85,209,male,05-17
54162,83,462,914,male,05-17
54165,56,302,827,male,05-17
54166,NA,NA,1287,male,05-17
54169,18,172,277,male,05-17
54170,24,179,368,male,05-17
54171,29,199,440,male,05-17
54173,19,189,296,male,05-17
54174,25,110,186,male,05-17
54175,NA,NA,55,male,05-17
54177,NA,NA,151,male,05-17
54180,NA,NA,403,male,05-17
54201,13,60,456,male,05-17
54202,NA,NA,75,male,05-17
54204,NA,NA,146,male,05-17
54205,NA,NA,181,male,05-17
54207,NA,NA,8,male,05-17
54208,33,177,653,male,05-17
54209,NA,NA,47,male,05-17
54210,NA,NA,63,male,05-17
54211,NA,NA,19,male,05-17
54212,NA,NA,98,male,05-17
54213,NA,NA,171,male,05-17
54214,NA,NA,9,male,05-17
54216,41,195,458,male,05-17
54217,47,305,720,male,05-17
54220,NA,NA,3056,male,05-17
54227,NA,NA,148,male,05-17
54228,NA,NA,222,male,05-17
54229,19,189,335,male,05-17
54230,NA,NA,474,male,05-17
54232,NA,NA,41,male,05-17
54234,NA,NA,55,male,05-17
54235,22,116,1143,male,05-17
54241,NA,NA,1204,male,05-17
54245,NA,NA,229,male,05-17
54246,NA,NA,59,male,05-17
54247,NA,NA,135,male,05-17
54301,150,808,1903,male,05-17
54302,271,988,2782,male,05-17
54303,220,894,2483,male,05-17
54304,188,817,2284,male,05-17
54307,NA,NA,0,male,05-17
54311,196,1131,2826,male,05-17
54313,215,1723,3646,male,05-17
54401,383,2047,2315,male,05-17
54403,308,1619,2189,male,05-17
54405,53,217,426,male,05-17
54406,NA,NA,319,male,05-17
54407,NA,NA,147,male,05-17
54408,13,52,104,male,05-17
54409,219,864,1164,male,05-17
54410,27,158,246,male,05-17
54411,62,296,624,male,05-17
54412,18,122,195,male,05-17
54413,NA,NA,3,male,05-17
54414,50,257,299,male,05-17
54416,10,35,186,male,05-17
54417,NA,NA,0,male,05-17
54418,21,60,66,male,05-17
54420,15,73,165,male,05-17
54421,44,201,363,male,05-17
54422,NA,NA,166,male,05-17
54423,NA,NA,201,male,05-17
54424,15,69,116,male,05-17
54425,29,123,242,male,05-17
54426,68,345,553,male,05-17
54427,15,84,63,male,05-17
54428,17,47,64,male,05-17
54430,NA,NA,14,male,05-17
54433,19,68,148,male,05-17
54435,11,58,151,male,05-17
54436,21,54,284,male,05-17
54437,18,83,315,male,05-17
54440,45,199,247,male,05-17
54441,NA,NA,85,male,05-17
54442,NA,NA,184,male,05-17
54443,12,72,143,male,05-17
54446,27,124,372,male,05-17
54447,NA,NA,49,male,05-17
54448,59,330,384,male,05-17
54449,237,1461,2264,male,05-17
54450,NA,NA,48,male,05-17
54451,141,756,1079,male,05-17
54452,256,1173,1689,male,05-17
54454,10,62,125,male,05-17
54455,224,1331,1648,male,05-17
54456,19,81,515,male,05-17
54457,104,468,649,male,05-17
54458,NA,NA,3,male,05-17
54459,12,83,103,male,05-17
54460,21,82,245,male,05-17
54462,NA,NA,14,male,05-17
54463,NA,NA,59,male,05-17
54465,NA,NA,26,male,05-17
54466,36,149,230,male,05-17
54467,42,267,1186,male,05-17
54469,22,125,114,male,05-17
54470,26,141,212,male,05-17
54471,30,152,142,male,05-17
54473,16,59,232,male,05-17
54474,39,264,369,male,05-17
54475,16,71,161,male,05-17
54476,248,1460,1637,male,05-17
54479,46,235,557,male,05-17
54480,15,82,99,male,05-17
54481,78,374,1685,male,05-17
54482,21,188,811,male,05-17
54484,44,356,594,male,05-17
54485,NA,NA,32,male,05-17
54486,20,44,175,male,05-17
54487,30,151,587,male,05-17
54488,14,62,121,male,05-17
54489,NA,NA,126,male,05-17
54490,10,39,69,male,05-17
54491,14,72,79,male,05-17
54493,NA,NA,37,male,05-17
54494,305,1669,2137,male,05-17
54495,138,535,671,male,05-17
54498,12,65,279,male,05-17
54499,51,188,282,male,05-17
54501,71,460,1456,male,05-17
54511,NA,NA,92,male,05-17
54512,NA,NA,16,male,05-17
54513,NA,NA,38,male,05-17
54514,12,62,152,male,05-17
54515,12,30,33,male,05-17
54517,NA,NA,0,male,05-17
54519,NA,NA,72,male,05-17
54520,NA,NA,389,male,05-17
54521,26,152,444,male,05-17
54524,NA,NA,52,male,05-17
54525,NA,NA,22,male,05-17
54526,NA,NA,90,male,05-17
54527,NA,NA,76,male,05-17
54529,NA,NA,64,male,05-17
54530,NA,NA,53,male,05-17
54531,14,42,132,male,05-17
54534,47,155,144,male,05-17
54536,NA,NA,8,male,05-17
54537,NA,NA,37,male,05-17
54538,27,78,192,male,05-17
54539,NA,NA,28,male,05-17
54540,NA,NA,33,male,05-17
54541,NA,NA,105,male,05-17
54542,NA,NA,10,male,05-17
54545,NA,NA,33,male,05-17
54546,NA,NA,121,male,05-17
54547,NA,NA,96,male,05-17
54548,27,153,248,male,05-17
54550,NA,NA,55,male,05-17
54552,29,142,262,male,05-17
54554,NA,NA,60,male,05-17
54555,47,166,246,male,05-17
54556,16,83,117,male,05-17
54557,NA,NA,91,male,05-17
54558,NA,NA,75,male,05-17
54559,NA,NA,71,male,05-17
54560,NA,NA,18,male,05-17
54561,NA,NA,0,male,05-17
54562,NA,NA,85,male,05-17
54563,NA,NA,67,male,05-17
54564,NA,NA,23,male,05-17
54565,NA,NA,3,male,05-17
54566,NA,NA,101,male,05-17
54568,33,192,560,male,05-17
54601,191,1396,3043,male,05-17
54603,81,456,968,male,05-17
54610,NA,NA,80,male,05-17
54611,NA,NA,113,male,05-17
54612,56,204,597,male,05-17
54613,NA,NA,72,male,05-17
54614,22,110,311,male,05-17
54615,20,95,777,male,05-17
54616,20,103,270,male,05-17
54618,10,47,195,male,05-17
54619,22,100,451,male,05-17
54621,NA,NA,129,male,05-17
54622,NA,NA,146,male,05-17
54623,12,74,180,male,05-17
54624,10,41,115,male,05-17
54625,NA,NA,18,male,05-17
54626,NA,NA,143,male,05-17
54627,16,69,160,male,05-17
54628,NA,NA,51,male,05-17
54629,NA,NA,188,male,05-17
54630,25,146,352,male,05-17
54631,NA,NA,129,male,05-17
54632,NA,NA,88,male,05-17
54634,31,143,489,male,05-17
54635,NA,NA,102,male,05-17
54636,121,823,1627,male,05-17
54637,NA,NA,7,male,05-17
54638,14,48,102,male,05-17
54639,NA,NA,243,male,05-17
54641,NA,NA,0,male,05-17
54642,15,67,183,male,05-17
54643,NA,NA,0,male,05-17
54644,12,60,143,male,05-17
54645,NA,NA,6,male,05-17
54646,16,66,345,male,05-17
54648,NA,NA,200,male,05-17
54650,155,1065,2134,male,05-17
54651,NA,NA,130,male,05-17
54652,NA,NA,94,male,05-17
54653,16,49,116,male,05-17
54654,NA,NA,6,male,05-17
54655,NA,NA,149,male,05-17
54656,110,478,1473,male,05-17
54657,NA,NA,46,male,05-17
54658,21,96,212,male,05-17
54659,NA,NA,136,male,05-17
54660,81,388,1682,male,05-17
54661,26,153,302,male,05-17
54664,NA,NA,139,male,05-17
54665,44,195,684,male,05-17
54666,11,43,254,male,05-17
54667,39,179,521,male,05-17
54669,42,341,697,male,05-17
54670,NA,NA,284,male,05-17
54701,124,713,3113,male,05-17
54703,136,846,3251,male,05-17
54720,34,192,474,male,05-17
54721,NA,NA,129,male,05-17
54722,29,141,401,male,05-17
54723,NA,NA,84,male,05-17
54724,37,173,560,male,05-17
54725,NA,NA,234,male,05-17
54726,NA,NA,167,male,05-17
54727,33,194,479,male,05-17
54728,31,135,538,male,05-17
54729,194,1081,3050,male,05-17
54730,15,63,541,male,05-17
54731,NA,NA,63,male,05-17
54732,33,135,191,male,05-17
54733,NA,NA,79,male,05-17
54734,NA,NA,68,male,05-17
54736,NA,NA,372,male,05-17
54737,NA,NA,60,male,05-17
54738,11,75,290,male,05-17
54739,22,118,583,male,05-17
54740,NA,NA,152,male,05-17
54741,NA,NA,132,male,05-17
54742,15,113,411,male,05-17
54745,16,64,152,male,05-17
54746,NA,NA,70,male,05-17
54747,21,94,233,male,05-17
54748,NA,NA,54,male,05-17
54749,NA,NA,102,male,05-17
54750,NA,NA,93,male,05-17
54751,NA,NA,1633,male,05-17
54754,NA,NA,151,male,05-17
54755,15,70,680,male,05-17
54756,NA,NA,59,male,05-17
54757,13,69,296,male,05-17
54758,19,67,375,male,05-17
54759,NA,NA,92,male,05-17
54760,NA,NA,2,male,05-17
54761,NA,NA,103,male,05-17
54762,NA,NA,131,male,05-17
54763,NA,NA,98,male,05-17
54765,NA,NA,0,male,05-17
54766,16,71,148,male,05-17
54767,NA,NA,365,male,05-17
54768,21,124,467,male,05-17
54769,NA,NA,53,male,05-17
54770,11,34,196,male,05-17
54771,19,95,416,male,05-17
54772,NA,NA,84,male,05-17
54773,20,116,256,male,05-17
54801,13,71,589,male,05-17
54805,NA,NA,146,male,05-17
54806,NA,NA,965,male,05-17
54810,NA,NA,147,male,05-17
54812,22,85,335,male,05-17
54813,NA,NA,32,male,05-17
54814,NA,NA,177,male,05-17
54817,NA,NA,88,male,05-17
54819,22,82,225,male,05-17
54820,NA,NA,76,male,05-17
54821,NA,NA,83,male,05-17
54822,20,116,431,male,05-17
54824,NA,NA,268,male,05-17
54826,NA,NA,76,male,05-17
54827,NA,NA,4,male,05-17
54828,NA,NA,36,male,05-17
54829,21,89,423,male,05-17
54830,NA,NA,172,male,05-17
54832,NA,NA,26,male,05-17
54835,NA,NA,72,male,05-17
54836,NA,NA,72,male,05-17
54837,NA,NA,303,male,05-17
54838,NA,NA,27,male,05-17
54839,NA,NA,28,male,05-17
54840,NA,NA,376,male,05-17
54841,NA,NA,35,male,05-17
54842,NA,NA,4,male,05-17
54843,NA,NA,929,male,05-17
54844,NA,NA,4,male,05-17
54845,NA,NA,11,male,05-17
54846,NA,NA,37,male,05-17
54847,NA,NA,159,male,05-17
54848,42,217,500,male,05-17
54849,NA,NA,210,male,05-17
54850,NA,NA,12,male,05-17
54853,NA,NA,304,male,05-17
54854,NA,NA,110,male,05-17
54855,NA,NA,149,male,05-17
54856,NA,NA,155,male,05-17
54857,NA,NA,0,male,05-17
54858,NA,NA,148,male,05-17
54859,NA,NA,110,male,05-17
54861,NA,NA,22,male,05-17
54862,NA,NA,13,male,05-17
54864,NA,NA,105,male,05-17
54865,NA,NA,30,male,05-17
54867,NA,NA,11,male,05-17
54868,82,440,1235,male,05-17
54870,NA,NA,99,male,05-17
54871,NA,NA,233,male,05-17
54872,NA,NA,185,male,05-17
54873,NA,NA,216,male,05-17
54874,NA,NA,378,male,05-17
54875,NA,NA,49,male,05-17
54876,NA,NA,99,male,05-17
54880,NA,NA,2298,male,05-17
54888,NA,NA,65,male,05-17
54889,NA,NA,170,male,05-17
54891,NA,NA,247,male,05-17
54893,NA,NA,277,male,05-17
54895,NA,NA,81,male,05-17
54896,13,33,79,male,05-17
54901,50,323,2581,male,05-17
54902,27,198,1721,male,05-17
54904,38,232,1675,male,05-17
54909,NA,NA,242,male,05-17
54911,158,994,1982,male,05-17
54913,116,1223,1799,male,05-17
54914,201,1113,2279,male,05-17
54915,299,2008,4395,male,05-17
54921,NA,NA,117,male,05-17
54922,22,56,110,male,05-17
54923,NA,NA,826,male,05-17
54927,NA,NA,42,male,05-17
54928,NA,NA,52,male,05-17
54929,NA,NA,804,male,05-17
54930,NA,NA,127,male,05-17
54931,NA,NA,19,male,05-17
54932,NA,NA,114,male,05-17
54933,NA,NA,27,male,05-17
54934,NA,NA,60,male,05-17
54935,NA,NA,3421,male,05-17
54937,NA,NA,1539,male,05-17
54940,NA,NA,328,male,05-17
54941,NA,NA,132,male,05-17
54942,52,572,952,male,05-17
54943,NA,NA,103,male,05-17
54944,66,428,887,male,05-17
54945,NA,NA,339,male,05-17
54946,NA,NA,0,male,05-17
54947,NA,NA,117,male,05-17
54948,NA,NA,20,male,05-17
54949,NA,NA,320,male,05-17
54950,NA,NA,205,male,05-17
54952,168,1047,2120,male,05-17
54956,252,1986,3697,male,05-17
54960,NA,NA,110,male,05-17
54961,NA,NA,1142,male,05-17
54962,NA,NA,109,male,05-17
54963,26,121,895,male,05-17
54964,NA,NA,93,male,05-17
54965,NA,NA,132,male,05-17
54966,NA,NA,205,male,05-17
54967,NA,NA,17,male,05-17
54968,NA,NA,241,male,05-17
54970,NA,NA,210,male,05-17
54971,NA,NA,862,male,05-17
54974,NA,NA,154,male,05-17
54977,NA,NA,132,male,05-17
54979,NA,NA,86,male,05-17
54980,NA,NA,0,male,05-17
54981,NA,NA,1151,male,05-17
54982,NA,NA,582,male,05-17
54983,NA,NA,449,male,05-17
54984,NA,NA,160,male,05-17
54985,NA,NA,0,male,05-17
54986,20,96,471,male,05-17
53001,12,49,141,male,18-34
53002,18,82,348,male,18-34
53003,NA,NA,5,male,18-34
53004,17,51,357,male,18-34
53005,93,341,1306,male,18-34
53006,NA,NA,206,male,18-34
53007,11,39,285,male,18-34
53010,55,175,736,male,18-34
53011,NA,NA,176,male,18-34
53012,68,349,1566,male,18-34
53013,18,59,315,male,18-34
53014,NA,NA,879,male,18-34
53015,14,52,224,male,18-34
53016,NA,NA,50,male,18-34
53017,35,142,483,male,18-34
53018,NA,NA,629,male,18-34
53019,NA,NA,160,male,18-34
53020,20,67,229,male,18-34
53021,30,96,620,male,18-34
53022,151,732,1681,male,18-34
53023,NA,NA,771,male,18-34
53024,69,260,1682,male,18-34
53027,165,529,2210,male,18-34
53029,39,192,1537,male,18-34
53031,NA,NA,0,male,18-34
53032,39,96,387,male,18-34
53033,37,122,287,male,18-34
53034,NA,NA,208,male,18-34
53035,NA,NA,258,male,18-34
53036,NA,NA,297,male,18-34
53037,119,373,850,male,18-34
53038,23,53,447,male,18-34
53039,23,66,564,male,18-34
53040,122,377,663,male,18-34
53042,30,106,751,male,18-34
53044,10,45,148,male,18-34
53045,58,319,1546,male,18-34
53046,NA,NA,115,male,18-34
53047,NA,NA,26,male,18-34
53048,NA,NA,440,male,18-34
53049,NA,NA,233,male,18-34
53050,31,79,629,male,18-34
53051,263,1066,3180,male,18-34
53057,NA,NA,162,male,18-34
53058,NA,NA,290,male,18-34
53059,NA,NA,190,male,18-34
53061,23,56,360,male,18-34
53063,NA,NA,118,male,18-34
53065,NA,NA,200,male,18-34
53066,NA,NA,2754,male,18-34
53069,NA,NA,43,male,18-34
53070,37,101,399,male,18-34
53072,61,246,2189,male,18-34
53073,79,320,1359,male,18-34
53074,45,178,1639,male,18-34
53075,20,64,256,male,18-34
53076,31,115,262,male,18-34
53078,NA,NA,129,male,18-34
53079,NA,NA,127,male,18-34
53080,40,113,586,male,18-34
53081,333,983,5355,male,18-34
53083,135,428,1763,male,18-34
53085,72,269,821,male,18-34
53086,76,268,743,male,18-34
53088,NA,NA,59,male,18-34
53089,109,457,1652,male,18-34
53090,252,859,2114,male,18-34
53091,24,57,199,male,18-34
53092,62,294,1365,male,18-34
53093,NA,NA,183,male,18-34
53094,NA,NA,2104,male,18-34
53095,327,1227,2523,male,18-34
53097,20,98,296,male,18-34
53098,NA,NA,1148,male,18-34
53103,NA,NA,289,male,18-34
53104,NA,NA,652,male,18-34
53105,NA,NA,3009,male,18-34
53108,NA,NA,278,male,18-34
53110,NA,NA,1982,male,18-34
53114,31,74,358,male,18-34
53115,156,480,1766,male,18-34
53118,NA,NA,479,male,18-34
53119,NA,NA,380,male,18-34
53120,NA,NA,959,male,18-34
53121,117,393,1916,male,18-34
53122,15,107,327,male,18-34
53125,NA,NA,71,male,18-34
53126,NA,NA,652,male,18-34
53128,47,148,971,male,18-34
53129,NA,NA,1313,male,18-34
53130,29,105,788,male,18-34
53132,NA,NA,4033,male,18-34
53137,NA,NA,121,male,18-34
53139,NA,NA,374,male,18-34
53140,NA,NA,4258,male,18-34
53142,NA,NA,3131,male,18-34
53143,NA,NA,2673,male,18-34
53144,NA,NA,3646,male,18-34
53146,NA,NA,662,male,18-34
53147,81,291,1708,male,18-34
53149,NA,NA,1343,male,18-34
53150,47,207,1901,male,18-34
53151,114,440,3030,male,18-34
53153,NA,NA,170,male,18-34
53154,NA,NA,4312,male,18-34
53156,15,46,218,male,18-34
53158,NA,NA,1602,male,18-34
53167,NA,NA,80,male,18-34
53168,NA,NA,899,male,18-34
53170,NA,NA,194,male,18-34
53172,NA,NA,2168,male,18-34
53177,NA,NA,1507,male,18-34
53178,NA,NA,246,male,18-34
53179,NA,NA,581,male,18-34
53181,21,68,673,male,18-34
53182,NA,NA,597,male,18-34
53183,NA,NA,344,male,18-34
53184,31,120,421,male,18-34
53185,NA,NA,1568,male,18-34
53186,NA,NA,5499,male,18-34
53188,NA,NA,4067,male,18-34
53189,NA,NA,2331,male,18-34
53190,178,653,5206,male,18-34
53191,11,52,159,male,18-34
53192,NA,NA,0,male,18-34
53195,NA,NA,0,male,18-34
53202,135,782,6985,male,18-34
53203,NA,NA,336,male,18-34
53204,NA,NA,5100,male,18-34
53205,35,116,1055,male,18-34
53206,102,302,2542,male,18-34
53207,NA,NA,4496,male,18-34
53208,150,480,3979,male,18-34
53209,191,580,4873,male,18-34
53210,119,390,2761,male,18-34
53211,NA,NA,9284,male,18-34
53212,NA,NA,5528,male,18-34
53213,167,846,3500,male,18-34
53214,215,617,5353,male,18-34
53215,NA,NA,8622,male,18-34
53216,145,397,3628,male,18-34
53217,98,508,2181,male,18-34
53218,193,573,4711,male,18-34
53219,NA,NA,4390,male,18-34
53220,NA,NA,2902,male,18-34
53221,NA,NA,4354,male,18-34
53222,145,458,2969,male,18-34
53223,145,425,2305,male,18-34
53224,155,456,2378,male,18-34
53225,148,452,2801,male,18-34
53226,141,616,2593,male,18-34
53227,107,341,2705,male,18-34
53228,63,218,1553,male,18-34
53233,NA,NA,5409,male,18-34
53235,NA,NA,1041,male,18-34
53295,NA,NA,21,male,18-34
53402,NA,NA,3035,male,18-34
